description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-12-18/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-12-18/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-12-18/mensa-littenweiler_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-12-17/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-12-17/mensa-institutsviertel_essen-3.jpg
Penne all arrabbiata Geriebener Hartkase,no,no,Schneller Teller,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-12-17/mensa-institutsviertel_schneller-teller.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-12-17/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-12-17/mensa-littenweiler_wochenangebot.jpg
Vegetarisches Geschnetzeltes Champignon-Rahmsauce Kartoffelrosti Buntes Pfannengemuse,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-12-16/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-12-16/mensa-rempartstrae_wochenangebot.jpg
Geflugel-Pfannengyros Joghurt-Gurkendip Pommes frites Weikraut-Karottensalat,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-12-16/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-12-16/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-12-16/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-12-16/mensa-littenweiler_wochenangebot.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-12-13/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Essen 1,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-12-12/mensa-rempartstrae_essen-1.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-12-12/mensa-institutsviertel_wochenangebot.jpg
Mini Fruhlingsrollen Sauce su-sauer Basmatireis,no,no,Essen 2,Vegan,Mensa Institutsviertel,images/2024-12-11/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-12-11/mensa-institutsviertel_essen-3.jpg
Aglio Spaghetti mit getrockneten Tomaten,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2024-12-11/mensa-institutsviertel_schneller-teller.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-12-11/mensa-institutsviertel_wochenangebot.jpg
Hacksteak Berner Art Pfeffer-Rahmsauce Kartoffelbrei Karotten-Erbsengemuse,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-12-09/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-12-09/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-12-09/mensa-institutsviertel_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-12-07/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-12-06/mensa-rempartstrae_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-12-06/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-12-06/mensa-littenweiler_wochenangebot.jpg
Gemuse-Gnocchipfanne Pinksauce Schafskase Topping,no,no,Essen 2,Vegetarisch,Mensa Rempartstrae,images/2024-12-05/mensa-rempartstrae_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-12-05/mensa-rempartstrae_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-12-05/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-12-05/mensa-littenweiler_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-12-04/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-12-04/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-12-04/mensa-institutsviertel_wochenangebot.jpg
Kartoffelpuffer Erbsen-Guacamole Krauter-Joghurtdip,no,no,Abendessen 1,Vegetarisch,Mensa Institutsviertel,images/2024-12-04/mensa-institutsviertel_abendessen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-12-04/mensa-littenweiler_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Tagesgericht,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-12-03/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-12-03/mensa-rempartstrae_wochenangebot.jpg
Gemusemaultaschen mit Tomate und Mozzarella uberbacken Zwiebelschmelze Risoleekartoffeln,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2024-12-03/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-12-03/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-12-03/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-12-03/mensa-littenweiler_wochenangebot.jpg
Schupfnudel-Gemusepfanne Rahmsauce Blattsalat,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-12-02/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-12-02/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-12-02/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-12-02/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-12-02/mensa-littenweiler_wochenangebot.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-29/mensa-institutsviertel_wochenangebot.jpg
Dicke Fritten mit Uberraschung,no,no,Abendessen 1,Vegetarisch,Mensa Institutsviertel,images/2024-11-29/mensa-institutsviertel_abendessen-1.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-28/mensa-institutsviertel_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-11-27/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-27/mensa-institutsviertel_wochenangebot.jpg
Apfelstrudel Vanillesauce Sauerkirschkompott,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2024-11-26/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-11-26/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-26/mensa-institutsviertel_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-11-25/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-25/mensa-institutsviertel_wochenangebot.jpg
Hahnchen-Knusperschnitzel Tomatensauce Fusilli,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2024-11-23/mensa-rempartstrae_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-11-22/mensa-rempartstrae_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-22/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-11-22/mensa-littenweiler_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-11-21/mensa-rempartstrae_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-21/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-11-21/mensa-littenweiler_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-11-20/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-11-20/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-20/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-11-20/mensa-littenweiler_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-11-19/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-11-19/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-19/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-11-19/mensa-littenweiler_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-11-18/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-11-18/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-18/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-11-18/mensa-littenweiler_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Essen 1,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-11-16/mensa-rempartstrae_essen-1.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-11-15/mensa-institutsviertel_wochenangebot.jpg
Mangold-Linsencurry mit Zitronenblattern Basmatireis Naan Brot,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-11-14/mensa-rempartstrae_essen-1.jpg
Geflugel-Pfannengyros Joghurt-Gurkendip Pommes frites Weikraut-Karottensalat,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-11-14/mensa-institutsviertel_essen-2.jpg
Bio-Hirsesalat mit Gemuse Kurbiskernen und Cranberrys Currydip Fladenbrot,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2024-11-14/mensa-institutsviertel_schneller-teller.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-11-14/mensa-institutsviertel_wochenangebot.jpg
Aglio Spaghetti mit getrockneten Tomaten,no,no,Schneller Teller,Vegan,Mensa Littenweiler,images/2024-11-14/mensa-littenweiler_schneller-teller.jpg
Pasta \"Tonno\" mit veganem Thunfisch Tomaten Gemuse Oliven,no,no,Tagesgericht,Vegan,Mensa Rempartstrae,images/2024-11-13/mensa-rempartstrae_tagesgericht.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-11-12/mensa-rempartstrae_essen-1.jpg
Spaghetti Weizen-Gemusebolognese,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-11-12/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-11-12/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-11-12/mensa-institutsviertel_wochenangebot.jpg
Vegetarisches Geschnetzeltes Champignon-Rahmsauce Kartoffelrosti Buntes Pfannengemuse,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-11-11/mensa-rempartstrae_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-11-11/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-11-11/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-11-08/mensa-rempartstrae_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-08/mensa-institutsviertel_wochenangebot.jpg
Samosa - Gefullte Teigtaschen Hoisinsauce Basmatireis Blattspinat,no,no,Essen 1,Vegan,Mensa Littenweiler,images/2024-11-08/mensa-littenweiler_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-11-08/mensa-littenweiler_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Essen 1,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-11-07/mensa-rempartstrae_essen-1.jpg
Gemuse-Gnocchipfanne Pinksauce Schafskase Topping,no,no,Essen 2,Vegetarisch,Mensa Rempartstrae,images/2024-11-07/mensa-rempartstrae_essen-2.jpg
Halloumi-Bowl mit schwarzen Linsen Rote Bete-Dip Gurke Papadam Tomate Olive Zitronenbulgur Scharfe Zwiebeln,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-11-07/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-11-07/mensa-rempartstrae_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-07/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-11-07/mensa-littenweiler_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-11-06/mensa-rempartstrae_wochenangebot.jpg
Schupfnudel-Gemusepfanne Weie Sauce Pesto,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-11-06/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-11-06/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-06/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-11-06/mensa-littenweiler_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-11-05/mensa-rempartstrae_wochenangebot.jpg
Kaiserschmarrn Apfelmus,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2024-11-05/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-11-05/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-05/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-11-05/mensa-littenweiler_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-11-04/mensa-rempartstrae_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-11-04/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-11-04/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-11-04/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-11-04/mensa-littenweiler_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-11-02/mensa-rempartstrae_essen-1.jpg
Superfood Salat mit Bio Rauchertofu,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2024-10-31/mensa-institutsviertel_schneller-teller.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-31/mensa-institutsviertel_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-10-30/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-30/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Tagesgericht,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-10-29/mensa-rempartstrae_tagesgericht.jpg
Bunter Salat mit Tomate Mozzarella und Basilikum Baguette,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2024-10-29/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-10-29/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-29/mensa-institutsviertel_wochenangebot.jpg
Schupfnudel-Gemusepfanne Rahmsauce Blattsalat,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-10-28/mensa-rempartstrae_tagesgericht.jpg
Zitronen-Krauternudeln mit Tomaten Ruccola und Basilikum Bio Rauchertofu Tomatensugo Petersilienpesto,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-10-28/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-10-28/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-28/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-25/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-10-25/mensa-littenweiler_wochenangebot.jpg
Gemusemaultaschen mit Tomate und Mozzarella uberbacken Zwiebelschmelze Risoleekartoffeln,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2024-10-24/mensa-institutsviertel_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-24/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-10-24/mensa-littenweiler_wochenangebot.jpg
Zitronen-Krauternudeln mit Tomaten Ruccola und Basilikum Bio Rauchertofu Tomatensugo Petersilienpesto,no,no,Essen 2,Vegan,Mensa Institutsviertel,images/2024-10-23/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-10-23/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-23/mensa-institutsviertel_wochenangebot.jpg
Kartoffelpuffer Erbsen-Guacamole Krauter-Joghurtdip,no,no,Abendessen 1,Vegetarisch,Mensa Institutsviertel,images/2024-10-23/mensa-institutsviertel_abendessen-1.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-10-23/mensa-littenweiler_wochenangebot.jpg
Griechischer Bauernsalat Hirtenkase Kornerbaguette,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2024-10-22/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-10-22/mensa-institutsviertel_essen-3.jpg
