description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Spaghetti Bolognese with bio-beef grated hard case,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-02-03/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-02-03/mensa-institutsviertel_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-02-03/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Meal 1,Vegan (on request),Mensa Rempartstrae,images/2025-02-01/mensa-rempartstrae_essen-1.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-31/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-01-31/mensa-littenweiler_wochenangebot.jpg
Colorful Tortellini Kase cream sauce,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-01-30/mensa-rempartstrae_essen-1.jpg
Almond Tofuragout with mushrooms farmers sparrow,no,no,Meal 2,Vegetarian,Mensa Rempartstrae,images/2025-01-30/mensa-rempartstrae_essen-2.jpg
Penne all arrabbiata grated hard case,no,no,Quick plate,Vegan (on request),Mensa Institutsviertel,images/2025-01-30/mensa-institutsviertel_schneller-teller.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-30/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-01-30/mensa-littenweiler_wochenangebot.jpg
Gemuse gnocchi pan pinksauce sheep's box topping,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-01-29/mensa-rempartstrae_essen-1.jpg
Schupfnudel-Gemusepfann Weie Sauce Pesto,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-01-29/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-01-29/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-29/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-01-29/mensa-littenweiler_wochenangebot.jpg
Hahnchen-crispy schnitzel tomato sauce fusilli,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-01-28/mensa-rempartstrae_essen-2.jpg
Hamburger TS with beef kase tomato salad fries fries,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-01-28/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-01-28/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-28/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-01-28/mensa-littenweiler_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-01-27/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-27/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-01-27/mensa-littenweiler_wochenangebot.jpg
Spaghetti Bolognese with bio-beef grated hard case,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-01-25/mensa-rempartstrae_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-01-24/mensa-rempartstrae_wochenangebot.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-24/mensa-institutsviertel_wochenangebot.jpg
Zucchini-Kofte Krauter-Joghurtdip Greek peasant salad flatbread,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-01-23/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-01-23/mensa-rempartstrae_wochenangebot.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-23/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-01-22/mensa-rempartstrae_wochenangebot.jpg
Mangold lens curry with lemon leaves basmatireis cucumber naan bread,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-01-22/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-01-22/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-22/mensa-institutsviertel_wochenangebot.jpg
Organic beef roast red wine sauce potato croquettes red cabbage,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-01-21/mensa-rempartstrae_essen-2.jpg
Mango wheat taboBouleh with herbs Harissa-Dip Baguette,no,no,Quick plate,Vegan,Mensa Rempartstrae,images/2025-01-21/mensa-rempartstrae_schneller-teller.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-01-21/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-01-21/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-21/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Daily dish,Vegan (on request),Mensa Rempartstrae,images/2025-01-20/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-01-20/mensa-rempartstrae_wochenangebot.jpg
Pork steak herbser butter yoghurt cucumber fries frites fries white karottenalate,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-01-20/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-01-20/mensa-institutsviertel_essen-3.jpg
Aglio Spaghetti with dried tomatoes,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2025-01-20/mensa-institutsviertel_schneller-teller.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-20/mensa-institutsviertel_wochenangebot.jpg
Mangold lens curry with lemon leaves basmatireis naan bread,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-01-17/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-17/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-01-17/mensa-littenweiler_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-16/mensa-institutsviertel_wochenangebot.jpg
Superfood salad with organic Raubertofu,no,no,Quick plate,Vegan,Mensa Littenweiler,images/2025-01-16/mensa-littenweiler_schneller-teller.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-01-16/mensa-littenweiler_wochenangebot.jpg
Blumenkohlburger with Harissa-Mayonnaise Aubergine and Rucola French fries,no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2025-01-15/mensa-rempartstrae_tagesgericht.jpg
Italian pasta casserole with a gemat tomato sauce herbly pesto,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-01-15/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-01-15/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-15/mensa-institutsviertel_wochenangebot.jpg
Potato buffer pea-guacamole herbly yoghurt dip,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2025-01-15/mensa-institutsviertel_abendessen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-01-15/mensa-littenweiler_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-01-14/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-14/mensa-institutsviertel_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Littenweiler,images/2025-01-14/mensa-littenweiler_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-01-14/mensa-littenweiler_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-01-13/mensa-rempartstrae_essen-1.jpg
Ravioli fulled with ricotta and spinach Pesto Perlbraupenrisotto sheep's box topping leaf salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-01-13/mensa-rempartstrae_tagesgericht.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-01-13/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-01-13/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-01-13/mensa-littenweiler_wochenangebot.jpg
Mangold lens curry with lemon leaves basmatireis naan bread,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-01-11/mensa-rempartstrae_essen-1.jpg
Hahnchen-crispy schnitzel tomato sauce fusilli,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-01-11/mensa-rempartstrae_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-01-10/mensa-rempartstrae_wochenangebot.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-01-10/mensa-institutsviertel_wochenangebot.jpg
Thick fries with surprise,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2025-01-10/mensa-institutsviertel_abendessen-1.jpg
Vegetarian sliced mushroom sauce potato rosti colorful pan,no,no,Meal 2,Vegetarian,Mensa Rempartstrae,images/2025-01-09/mensa-rempartstrae_essen-2.jpg
Cannelloni with a gem and casual crust sauce herbly pesto,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-01-09/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-01-09/mensa-rempartstrae_wochenangebot.jpg
Hacksteak Berner Art Pfeffer cream sauce potato porridge carrot inheritance,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-01-09/mensa-institutsviertel_essen-2.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-01-09/mensa-institutsviertel_wochenangebot.jpg
Schupfnudel-Gemusepfanne Rahmsauce leaf salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-01-08/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-01-08/mensa-rempartstrae_wochenangebot.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-01-08/mensa-institutsviertel_wochenangebot.jpg
Spaghetti Bolognese with bio-beef grated hard case,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-01-07/mensa-rempartstrae_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-01-07/mensa-rempartstrae_wochenangebot.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-01-07/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Meal 1,Vegan (on request),Mensa Rempartstrae,images/2024-12-20/mensa-rempartstrae_essen-1.jpg
Milky pice apple sauce cinnamon sugar,no,no,Quick plate,Vegetarian,Mensa Rempartstrae,images/2024-12-20/mensa-rempartstrae_schneller-teller.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-12-20/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-12-20/mensa-littenweiler_wochenangebot.jpg
Mangold lens curry with lemon leaves basmatireis naan bread,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-12-19/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-12-19/mensa-rempartstrae_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-12-19/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-12-19/mensa-littenweiler_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-12-18/mensa-rempartstrae_essen-1.jpg
"Pasta \ ""tonno \"" with vegan tuna tomato gemuse olives",no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2024-12-18/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-12-18/mensa-rempartstrae_wochenangebot.jpg
Spaghetti wheat-gemusebolognese,no,no,Meal 2,Vegan,Mensa Institutsviertel,images/2024-12-18/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-12-18/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-12-18/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-12-18/mensa-littenweiler_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-12-17/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-12-17/mensa-institutsviertel_essen-3.jpg
Penne all arrabbiata grated hard case,no,no,Quick plate,Vegan (on request),Mensa Institutsviertel,images/2024-12-17/mensa-institutsviertel_schneller-teller.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-12-17/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-12-17/mensa-littenweiler_wochenangebot.jpg
Vegetarian sliced mushroom sauce potato rosti colorful pan,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-12-16/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-12-16/mensa-rempartstrae_wochenangebot.jpg
Fluglugel-Pfannengyros yogurt gurkendip French fries fries white karot salad,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2024-12-16/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-12-16/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-12-16/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-12-16/mensa-littenweiler_wochenangebot.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-12-13/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Meal 1,Vegan (on request),Mensa Rempartstrae,images/2024-12-12/mensa-rempartstrae_essen-1.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-12-12/mensa-institutsviertel_wochenangebot.jpg
Mini spring rolls sauce SU-Sau basmati rice,no,no,Meal 2,Vegan,Mensa Institutsviertel,images/2024-12-11/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-12-11/mensa-institutsviertel_essen-3.jpg
Aglio Spaghetti with dried tomatoes,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2024-12-11/mensa-institutsviertel_schneller-teller.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-12-11/mensa-institutsviertel_wochenangebot.jpg
Hacksteak Berner Art Pfeffer cream sauce potato porridge carrot inheritance,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2024-12-09/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-12-09/mensa-institutsviertel_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-12-09/mensa-institutsviertel_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-12-07/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-12-06/mensa-rempartstrae_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-12-06/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-12-06/mensa-littenweiler_wochenangebot.jpg
Gemuse gnocchi pan pinksauce sheep's box topping,no,no,Meal 2,Vegetarian,Mensa Rempartstrae,images/2024-12-05/mensa-rempartstrae_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-12-05/mensa-rempartstrae_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-12-05/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-12-05/mensa-littenweiler_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-12-04/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-12-04/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-12-04/mensa-institutsviertel_wochenangebot.jpg
Potato buffer pea-guacamole herbly yoghurt dip,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2024-12-04/mensa-institutsviertel_abendessen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-12-04/mensa-littenweiler_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Daily dish,Vegan (on request),Mensa Rempartstrae,images/2024-12-03/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-12-03/mensa-rempartstrae_wochenangebot.jpg
Gemusemault bags with tomato and mozzarella overbake onion melts Risk potatoes,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2024-12-03/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-12-03/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-12-03/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-12-03/mensa-littenweiler_wochenangebot.jpg
Schupfnudel-Gemusepfanne Rahmsauce leaf salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-12-02/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-12-02/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-12-02/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-12-02/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-12-02/mensa-littenweiler_wochenangebot.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-11-29/mensa-institutsviertel_wochenangebot.jpg
Thick fries with surprise,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2024-11-29/mensa-institutsviertel_abendessen-1.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-11-28/mensa-institutsviertel_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-27/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-11-27/mensa-institutsviertel_wochenangebot.jpg
Apple strudel vanilles sauce sour cherry compote,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2024-11-26/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-26/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-11-26/mensa-institutsviertel_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-25/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-11-25/mensa-institutsviertel_wochenangebot.jpg
Hahnchen-crispy schnitzel tomato sauce fusilli,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2024-11-23/mensa-rempartstrae_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-11-22/mensa-rempartstrae_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-11-22/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-11-22/mensa-littenweiler_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-11-21/mensa-rempartstrae_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-11-21/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-11-21/mensa-littenweiler_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-11-20/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-20/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-11-20/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-11-20/mensa-littenweiler_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-11-19/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-19/mensa-institutsviertel_essen-3.jpg
