description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Rice pudding with pear compote and cinnamon sugar,,,,,,aug/mensa-flugplatz_essen-3_aug0235.jpg
Organic asparagus spears with white sauce; vegetable schnitzel; new potatoes,,,,,,aug/mensa-flugplatz_essen-1_aug0264.jpg
Organic asparagus spears with white sauce; vegetable schnitzel; new potatoes,,,,,,aug/mensa-flugplatz_essen-1_aug0265.jpg
Organic asparagus spears with white sauce; vegetable schnitzel; new potatoes,,,,,,aug/mensa-flugplatz_essen-1_aug0266.jpg
Organic asparagus spears with white sauce; vegetable schnitzel; new potatoes,,,,,,aug/mensa-flugplatz_essen-1_aug0267.jpg
Almond‑tofu ragout with mushrooms; homemade spaetzle,,,,,,aug/mensa-rempartstrae_essen-1_aug0268.jpg
Almond‑tofu ragout with mushrooms; homemade spaetzle,,,,,,aug/mensa-rempartstrae_essen-1_aug0269.jpg
Almond‑tofu ragout with mushrooms; homemade spaetzle,,,,,,aug/mensa-rempartstrae_essen-1_aug0270.jpg
Almond‑tofu ragout with mushrooms; homemade spaetzle,,,,,,aug/mensa-rempartstrae_essen-1_aug0271.jpg
Pork steak with herb butter; yoghurt‑cucumber dip; French fries; white‑cabbage carrot salad,,,,,,aug/mensa-flugplatz_essen-2_aug0260.jpg
Pork steak with herb butter; yoghurt‑cucumber dip; French fries; white‑cabbage carrot salad,,,,,,aug/mensa-flugplatz_essen-2_aug0261.jpg
Pork steak with herb butter; yoghurt‑cucumber dip; French fries; white‑cabbage carrot salad,,,,,,aug/mensa-flugplatz_essen-2_aug0262.jpg
Pork steak with herb butter; yoghurt‑cucumber dip; French fries; white‑cabbage carrot salad,,,,,,aug/mensa-flugplatz_essen-2_aug0263.jpg
Swiss‑chard and lentil curry with lemon leaves; basmati rice; cucumber dip; naan bread,,,,,,aug/mensa-flugplatz_essen-1_aug0256.jpg
Swiss‑chard and lentil curry with lemon leaves; basmati rice; cucumber dip; naan bread,,,,,,aug/mensa-flugplatz_essen-1_aug0257.jpg
Swiss‑chard and lentil curry with lemon leaves; basmati rice; cucumber dip; naan bread,,,,,,aug/mensa-flugplatz_essen-1_aug0258.jpg
Swiss‑chard and lentil curry with lemon leaves; basmati rice; cucumber dip; naan bread,,,,,,aug/mensa-flugplatz_essen-1_aug0259.jpg
Potato dumplings with cream sauce,,,,,,aug/mensa-institutsviertel_abendessen-1_aug0272.jpg
Potato dumplings with cream sauce,,,,,,aug/mensa-institutsviertel_abendessen-1_aug0273.jpg
Potato dumplings with cream sauce,,,,,,aug/mensa-institutsviertel_abendessen-1_aug0274.jpg
Potato dumplings with cream sauce,,,,,,aug/mensa-institutsviertel_abendessen-1_aug0275.jpg
Crispy chicken schnitzel with tomato sauce; fusilli,,,,,,aug/mensa-rempartstrae_essen-2_aug0276.jpg
Crispy chicken schnitzel with tomato sauce; fusilli,,,,,,aug/mensa-rempartstrae_essen-2_aug0277.jpg
Crispy chicken schnitzel with tomato sauce; fusilli,,,,,,aug/mensa-rempartstrae_essen-2_aug0278.jpg
Crispy chicken schnitzel with tomato sauce; fusilli,,,,,,aug/mensa-rempartstrae_essen-2_aug0279.jpg
Coalfish fillet in herb marinade; lemon cream; potato rösti; pea purée,,,,,,aug/mensa-rempartstrae_essen-2_aug0284.jpg
Coalfish fillet in herb marinade; lemon cream; potato rösti; pea purée,,,,,,aug/mensa-rempartstrae_essen-2_aug0285.jpg
Coalfish fillet in herb marinade; lemon cream; potato rösti; pea purée,,,,,,aug/mensa-rempartstrae_essen-2_aug0286.jpg
Coalfish fillet in herb marinade; lemon cream; potato rösti; pea purée,,,,,,aug/mensa-rempartstrae_essen-2_aug0287.jpg
Beetroot dumplings with feta cheese; feta risotto,,,,,,aug/mensa-flugplatz_essen-1_aug0280.jpg
Beetroot dumplings with feta cheese; feta risotto,,,,,,aug/mensa-flugplatz_essen-1_aug0281.jpg
Beetroot dumplings with feta cheese; feta risotto,,,,,,aug/mensa-flugplatz_essen-1_aug0282.jpg
Beetroot dumplings with feta cheese; feta risotto,,,,,,aug/mensa-flugplatz_essen-1_aug0283.jpg
Pan of potato dumplings and vegetables; cream sauce; leafy salad,,,,,,aug/mensa-rempartstrae_tagesgericht_aug0288.jpg
Pan of potato dumplings and vegetables; cream sauce; leafy salad,,,,,,aug/mensa-rempartstrae_tagesgericht_aug0289.jpg
Pan of potato dumplings and vegetables; cream sauce; leafy salad,,,,,,aug/mensa-rempartstrae_tagesgericht_aug0290.jpg
Pan of potato dumplings and vegetables; cream sauce; leafy salad,,,,,,aug/mensa-rempartstrae_tagesgericht_aug0291.jpg
Soy gyros; cucumber dip; French fries,,,,,,aug/mensa-institutsviertel_abendessen-1_aug0296.jpg
Soy gyros; cucumber dip; French fries,,,,,,aug/mensa-institutsviertel_abendessen-1_aug0297.jpg
Soy gyros; cucumber dip; French fries,,,,,,aug/mensa-institutsviertel_abendessen-1_aug0298.jpg
Soy gyros; cucumber dip; French fries,,,,,,aug/mensa-institutsviertel_abendessen-1_aug0299.jpg
Mixed salad plate “Monte Ziego” with goat cream‑cheese ball; simit bread,,,,,,aug/mensa-flugplatz_essen-1_aug0300.jpg
Mixed salad plate “Monte Ziego” with goat cream‑cheese ball; simit bread,,,,,,aug/mensa-flugplatz_essen-1_aug0301.jpg
Mixed salad plate “Monte Ziego” with goat cream‑cheese ball; simit bread,,,,,,aug/mensa-flugplatz_essen-1_aug0302.jpg
Mixed salad plate “Monte Ziego” with goat cream‑cheese ball; simit bread,,,,,,aug/mensa-flugplatz_essen-1_aug0303.jpg
"Cauliflower burger with harissa mayonnaise, aubergine and rocket; French fries",,,,,,aug/mensa-rempartstrae_tagesgericht_aug0292.jpg
"Cauliflower burger with harissa mayonnaise, aubergine and rocket; French fries",,,,,,aug/mensa-rempartstrae_tagesgericht_aug0293.jpg
"Cauliflower burger with harissa mayonnaise, aubergine and rocket; French fries",,,,,,aug/mensa-rempartstrae_tagesgericht_aug0294.jpg
"Cauliflower burger with harissa mayonnaise, aubergine and rocket; French fries",,,,,,aug/mensa-rempartstrae_tagesgericht_aug0295.jpg
Vegetable gnocchi pan with pink and white sauces; rocket pesto; grated hard cheese,,,,,,aug/mensa-flugplatz_essen-1_aug0312.jpg
Vegetable gnocchi pan with pink and white sauces; rocket pesto; grated hard cheese,,,,,,aug/mensa-flugplatz_essen-1_aug0313.jpg
Vegetable gnocchi pan with pink and white sauces; rocket pesto; grated hard cheese,,,,,,aug/mensa-flugplatz_essen-1_aug0314.jpg
Vegetable gnocchi pan with pink and white sauces; rocket pesto; grated hard cheese,,,,,,aug/mensa-flugplatz_essen-1_aug0315.jpg
Rice pudding with fruit salad and cinnamon sugar,,,,,,aug/mensa-flugplatz_essen-3_aug0308.jpg
Rice pudding with fruit salad and cinnamon sugar,,,,,,aug/mensa-flugplatz_essen-3_aug0309.jpg
Rice pudding with fruit salad and cinnamon sugar,,,,,,aug/mensa-flugplatz_essen-3_aug0310.jpg
Rice pudding with fruit salad and cinnamon sugar,,,,,,aug/mensa-flugplatz_essen-3_aug0311.jpg
Fish fillet; herb potatoes; remoulade sauce,,,,,,aug/mensa-flugplatz_essen-2_aug0304.jpg
Fish fillet; herb potatoes; remoulade sauce,,,,,,aug/mensa-flugplatz_essen-2_aug0305.jpg
Fish fillet; herb potatoes; remoulade sauce,,,,,,aug/mensa-flugplatz_essen-2_aug0306.jpg
Fish fillet; herb potatoes; remoulade sauce,,,,,,aug/mensa-flugplatz_essen-2_aug0307.jpg
Greek farmer’s salad with feta cheese; seeded baguette,,,,,,aug/mensa-flugplatz_essen-1_aug0320.jpg
Greek farmer’s salad with feta cheese; seeded baguette,,,,,,aug/mensa-flugplatz_essen-1_aug0321.jpg
Greek farmer’s salad with feta cheese; seeded baguette,,,,,,aug/mensa-flugplatz_essen-1_aug0322.jpg
Greek farmer’s salad with feta cheese; seeded baguette,,,,,,aug/mensa-flugplatz_essen-1_aug0323.jpg
Organic asparagus spears with butter sauce; breaded pork schnitzel or vegetable schnitzel; new potatoes,,,,,,aug/mensa-flugplatz_essen-2_aug0316.jpg
Organic asparagus spears with butter sauce; breaded pork schnitzel or vegetable schnitzel; new potatoes,,,,,,aug/mensa-flugplatz_essen-2_aug0317.jpg
Organic asparagus spears with butter sauce; breaded pork schnitzel or vegetable schnitzel; new potatoes,,,,,,aug/mensa-flugplatz_essen-2_aug0318.jpg
Organic asparagus spears with butter sauce; breaded pork schnitzel or vegetable schnitzel; new potatoes,,,,,,aug/mensa-flugplatz_essen-2_aug0319.jpg
"Cauliflower burger with harissa mayonnaise, aubergine and rocket; baked potato and sweet‑potato wedges",,,,,,aug/mensa-flugplatz_essen-2_aug0324.jpg
"Cauliflower burger with harissa mayonnaise, aubergine and rocket; baked potato and sweet‑potato wedges",,,,,,aug/mensa-flugplatz_essen-2_aug0325.jpg
"Cauliflower burger with harissa mayonnaise, aubergine and rocket; baked potato and sweet‑potato wedges",,,,,,aug/mensa-flugplatz_essen-2_aug0326.jpg
"Cauliflower burger with harissa mayonnaise, aubergine and rocket; baked potato and sweet‑potato wedges",,,,,,aug/mensa-flugplatz_essen-2_aug0327.jpg
Coalfish fillet in tomato‑basil white‑wine sauce; potato gratin,,,,,,aug/mensa-flugplatz_essen-2_aug0340.jpg
Coalfish fillet in tomato‑basil white‑wine sauce; potato gratin,,,,,,aug/mensa-flugplatz_essen-2_aug0341.jpg
Coalfish fillet in tomato‑basil white‑wine sauce; potato gratin,,,,,,aug/mensa-flugplatz_essen-2_aug0342.jpg
Coalfish fillet in tomato‑basil white‑wine sauce; potato gratin,,,,,,aug/mensa-flugplatz_essen-2_aug0343.jpg
Vegetable Swabian dumplings baked with tomato and mozzarella; fried onions; rissolé potatoes,,,,,,aug/mensa-flugplatz_essen-1_aug0332.jpg
Vegetable Swabian dumplings baked with tomato and mozzarella; fried onions; rissolé potatoes,,,,,,aug/mensa-flugplatz_essen-1_aug0333.jpg
Vegetable Swabian dumplings baked with tomato and mozzarella; fried onions; rissolé potatoes,,,,,,aug/mensa-flugplatz_essen-1_aug0334.jpg
Vegetable Swabian dumplings baked with tomato and mozzarella; fried onions; rissolé potatoes,,,,,,aug/mensa-flugplatz_essen-1_aug0335.jpg
Potato gratin “Monte Ziego”; goat‑cheese dip,,,,,,aug/mensa-flugplatz_essen-1_aug0336.jpg
Potato gratin “Monte Ziego”; goat‑cheese dip,,,,,,aug/mensa-flugplatz_essen-1_aug0337.jpg
Potato gratin “Monte Ziego”; goat‑cheese dip,,,,,,aug/mensa-flugplatz_essen-1_aug0338.jpg
Potato gratin “Monte Ziego”; goat‑cheese dip,,,,,,aug/mensa-flugplatz_essen-1_aug0339.jpg
Börek with spinach; carrot curry; pea purée,,,,,,aug/mensa-institutsviertel_abendessen-1_aug0328.jpg
Börek with spinach; carrot curry; pea purée,,,,,,aug/mensa-institutsviertel_abendessen-1_aug0329.jpg
Börek with spinach; carrot curry; pea purée,,,,,,aug/mensa-institutsviertel_abendessen-1_aug0330.jpg
Börek with spinach; carrot curry; pea purée,,,,,,aug/mensa-institutsviertel_abendessen-1_aug0331.jpg
Lentil‑beetroot salad with halloumi and lemon cream; sweet‑potato pan with dates,,,,,,aug/mensa-flugplatz_essen-2_aug0352.jpg
Lentil‑beetroot salad with halloumi and lemon cream; sweet‑potato pan with dates,,,,,,aug/mensa-flugplatz_essen-2_aug0353.jpg
Lentil‑beetroot salad with halloumi and lemon cream; sweet‑potato pan with dates,,,,,,aug/mensa-flugplatz_essen-2_aug0354.jpg
Lentil‑beetroot salad with halloumi and lemon cream; sweet‑potato pan with dates,,,,,,aug/mensa-flugplatz_essen-2_aug0355.jpg
Organic asparagus spears with white sauce and new potatoes,,,,,,aug/mensa-flugplatz_essen-1_aug0364.jpg
Organic asparagus spears with white sauce and new potatoes,,,,,,aug/mensa-flugplatz_essen-1_aug0365.jpg
Organic asparagus spears with white sauce and new potatoes,,,,,,aug/mensa-flugplatz_essen-1_aug0366.jpg
Organic asparagus spears with white sauce and new potatoes,,,,,,aug/mensa-flugplatz_essen-1_aug0367.jpg
Rice pudding with apple sauce and cinnamon sugar,,,,,,aug/mensa-flugplatz_essen-3_aug0344.jpg
Rice pudding with apple sauce and cinnamon sugar,,,,,,aug/mensa-flugplatz_essen-3_aug0345.jpg
Rice pudding with apple sauce and cinnamon sugar,,,,,,aug/mensa-flugplatz_essen-3_aug0346.jpg
Rice pudding with apple sauce and cinnamon sugar,,,,,,aug/mensa-flugplatz_essen-3_aug0347.jpg
Tortellini filled with ricotta and spinach; asparagus vegetable ragout,,,,,,aug/mensa-flugplatz_essen-1_aug0372.jpg
Tortellini filled with ricotta and spinach; asparagus vegetable ragout,,,,,,aug/mensa-flugplatz_essen-1_aug0373.jpg
Tortellini filled with ricotta and spinach; asparagus vegetable ragout,,,,,,aug/mensa-flugplatz_essen-1_aug0374.jpg
Tortellini filled with ricotta and spinach; asparagus vegetable ragout,,,,,,aug/mensa-flugplatz_essen-1_aug0375.jpg
Roasted vegetable Swabian dumplings with onion sauce; potato‑cucumber salad,,,,,,aug/mensa-flugplatz_essen-1_aug0348.jpg
Roasted vegetable Swabian dumplings with onion sauce; potato‑cucumber salad,,,,,,aug/mensa-flugplatz_essen-1_aug0349.jpg
Roasted vegetable Swabian dumplings with onion sauce; potato‑cucumber salad,,,,,,aug/mensa-flugplatz_essen-1_aug0350.jpg
Roasted vegetable Swabian dumplings with onion sauce; potato‑cucumber salad,,,,,,aug/mensa-flugplatz_essen-1_aug0351.jpg
Pork cordon bleu with lemon jus; mashed potatoes; carrot‑pea vegetables,,,,,,aug/mensa-flugplatz_essen-2_aug0368.jpg
Pork cordon bleu with lemon jus; mashed potatoes; carrot‑pea vegetables,,,,,,aug/mensa-flugplatz_essen-2_aug0369.jpg
Pork cordon bleu with lemon jus; mashed potatoes; carrot‑pea vegetables,,,,,,aug/mensa-flugplatz_essen-2_aug0370.jpg
Pork cordon bleu with lemon jus; mashed potatoes; carrot‑pea vegetables,,,,,,aug/mensa-flugplatz_essen-2_aug0371.jpg
"Halloumi bowl with black lentils, beetroot dip, cucumber, papadam, tomato, olive, lemon bulgur and spicy onions",,,,,,aug/mensa-rempartstrae_tagesgericht_aug0360.jpg
"Halloumi bowl with black lentils, beetroot dip, cucumber, papadam, tomato, olive, lemon bulgur and spicy onions",,,,,,aug/mensa-rempartstrae_tagesgericht_aug0361.jpg
"Halloumi bowl with black lentils, beetroot dip, cucumber, papadam, tomato, olive, lemon bulgur and spicy onions",,,,,,aug/mensa-rempartstrae_tagesgericht_aug0362.jpg
"Halloumi bowl with black lentils, beetroot dip, cucumber, papadam, tomato, olive, lemon bulgur and spicy onions",,,,,,aug/mensa-rempartstrae_tagesgericht_aug0363.jpg
Roasted vegetables with pea guacamole,,,,,,aug/mensa-flugplatz_essen-1_aug0356.jpg
Roasted vegetables with pea guacamole,,,,,,aug/mensa-flugplatz_essen-1_aug0357.jpg
Roasted vegetables with pea guacamole,,,,,,aug/mensa-flugplatz_essen-1_aug0358.jpg
Roasted vegetables with pea guacamole,,,,,,aug/mensa-flugplatz_essen-1_aug0359.jpg
Rice pudding with strawberry compote and cinnamon sugar,,,,,,aug/mensa-flugplatz_essen-3_aug0376.jpg
Rice pudding with strawberry compote and cinnamon sugar,,,,,,aug/mensa-flugplatz_essen-3_aug0377.jpg
Rice pudding with strawberry compote and cinnamon sugar,,,,,,aug/mensa-flugplatz_essen-3_aug0378.jpg
Rice pudding with strawberry compote and cinnamon sugar,,,,,,aug/mensa-flugplatz_essen-3_aug0379.jpg
Potato‑asparagus gratin with white sauce; dessert,,,,,,aug/mensa-flugplatz_essen-2_aug0380.jpg
Potato‑asparagus gratin with white sauce; dessert,,,,,,aug/mensa-flugplatz_essen-2_aug0381.jpg
Potato‑asparagus gratin with white sauce; dessert,,,,,,aug/mensa-flugplatz_essen-2_aug0382.jpg
Potato‑asparagus gratin with white sauce; dessert,,,,,,aug/mensa-flugplatz_essen-2_aug0383.jpg
Puff‑pastry slice with feta‑style cheese and spinach; herb yoghurt dip; vegetable paella,,,,,,aug/mensa-flugplatz_essen-1_aug0388.jpg
Puff‑pastry slice with feta‑style cheese and spinach; herb yoghurt dip; vegetable paella,,,,,,aug/mensa-flugplatz_essen-1_aug0389.jpg
Puff‑pastry slice with feta‑style cheese and spinach; herb yoghurt dip; vegetable paella,,,,,,aug/mensa-flugplatz_essen-1_aug0390.jpg
Puff‑pastry slice with feta‑style cheese and spinach; herb yoghurt dip; vegetable paella,,,,,,aug/mensa-flugplatz_essen-1_aug0391.jpg
Cheese spaetzle with creamy mushroom sauce,,,,,,aug/mensa-flugplatz_essen-1_aug0396.jpg
Cheese spaetzle with creamy mushroom sauce,,,,,,aug/mensa-flugplatz_essen-1_aug0397.jpg
Cheese spaetzle with creamy mushroom sauce,,,,,,aug/mensa-flugplatz_essen-1_aug0398.jpg
Cheese spaetzle with creamy mushroom sauce,,,,,,aug/mensa-flugplatz_essen-1_aug0399.jpg
"Organic millet salad with vegetables, pumpkin seeds and cranberries; curry dip; flatbread",,,,,,aug/mensa-institutsviertel_schneller-teller_aug0384.jpg
"Organic millet salad with vegetables, pumpkin seeds and cranberries; curry dip; flatbread",,,,,,aug/mensa-institutsviertel_schneller-teller_aug0385.jpg
"Organic millet salad with vegetables, pumpkin seeds and cranberries; curry dip; flatbread",,,,,,aug/mensa-institutsviertel_schneller-teller_aug0386.jpg
"Organic millet salad with vegetables, pumpkin seeds and cranberries; curry dip; flatbread",,,,,,aug/mensa-institutsviertel_schneller-teller_aug0387.jpg
Spicy vegetable coconut soup with organic tofu,,,,,,aug/mensa-rempartstrae_schneller-teller_aug0392.jpg
Spicy vegetable coconut soup with organic tofu,,,,,,aug/mensa-rempartstrae_schneller-teller_aug0393.jpg
Spicy vegetable coconut soup with organic tofu,,,,,,aug/mensa-rempartstrae_schneller-teller_aug0394.jpg
Spicy vegetable coconut soup with organic tofu,,,,,,aug/mensa-rempartstrae_schneller-teller_aug0395.jpg
"Bulgur salad with melon, organic tofu cubes and baby spinach; assorted baguettes",,,,,,aug/mensa-flugplatz_essen-2_aug0400.jpg
"Bulgur salad with melon, organic tofu cubes and baby spinach; assorted baguettes",,,,,,aug/mensa-flugplatz_essen-2_aug0401.jpg
"Bulgur salad with melon, organic tofu cubes and baby spinach; assorted baguettes",,,,,,aug/mensa-flugplatz_essen-2_aug0402.jpg
"Bulgur salad with melon, organic tofu cubes and baby spinach; assorted baguettes",,,,,,aug/mensa-flugplatz_essen-2_aug0403.jpg
Baked potato with pea guacamole and bean cream,,,,,,aug/mensa-flugplatz_essen-1_aug0404.jpg
Baked potato with pea guacamole and bean cream,,,,,,aug/mensa-flugplatz_essen-1_aug0405.jpg
Baked potato with pea guacamole and bean cream,,,,,,aug/mensa-flugplatz_essen-1_aug0406.jpg
Baked potato with pea guacamole and bean cream,,,,,,aug/mensa-flugplatz_essen-1_aug0407.jpg
Crispy chicken schnitzel with tomato ragout; fusilli; grated hard cheese,,,,,,aug/mensa-flugplatz_essen-2_aug0408.jpg
Crispy chicken schnitzel with tomato ragout; fusilli; grated hard cheese,,,,,,aug/mensa-flugplatz_essen-2_aug0409.jpg
Crispy chicken schnitzel with tomato ragout; fusilli; grated hard cheese,,,,,,aug/mensa-flugplatz_essen-2_aug0410.jpg
Crispy chicken schnitzel with tomato ragout; fusilli; grated hard cheese,,,,,,aug/mensa-flugplatz_essen-2_aug0411.jpg
Sliced turkey in paprika sauce; mashed potatoes; creamed savoy cabbage,,,,,,aug/mensa-flugplatz_essen-2_aug0416.jpg
Sliced turkey in paprika sauce; mashed potatoes; creamed savoy cabbage,,,,,,aug/mensa-flugplatz_essen-2_aug0417.jpg
Sliced turkey in paprika sauce; mashed potatoes; creamed savoy cabbage,,,,,,aug/mensa-flugplatz_essen-2_aug0418.jpg
Sliced turkey in paprika sauce; mashed potatoes; creamed savoy cabbage,,,,,,aug/mensa-flugplatz_essen-2_aug0419.jpg
"Steamed yeast dumpling with vanilla sauce, poppy‑seed butter and apple sauce",,,,,,aug/mensa-flugplatz_essen-1_aug0420.jpg
"Steamed yeast dumpling with vanilla sauce, poppy‑seed butter and apple sauce",,,,,,aug/mensa-flugplatz_essen-1_aug0421.jpg
"Steamed yeast dumpling with vanilla sauce, poppy‑seed butter and apple sauce",,,,,,aug/mensa-flugplatz_essen-1_aug0422.jpg
"Steamed yeast dumpling with vanilla sauce, poppy‑seed butter and apple sauce",,,,,,aug/mensa-flugplatz_essen-1_aug0423.jpg
Samosa – filled pastry pockets; hoisin sauce; basmati rice; spinach leaves,,,,,,aug/mensa-littenweiler_essen-1_aug0412.jpg
Samosa – filled pastry pockets; hoisin sauce; basmati rice; spinach leaves,,,,,,aug/mensa-littenweiler_essen-1_aug0413.jpg
Samosa – filled pastry pockets; hoisin sauce; basmati rice; spinach leaves,,,,,,aug/mensa-littenweiler_essen-1_aug0414.jpg
Samosa – filled pastry pockets; hoisin sauce; basmati rice; spinach leaves,,,,,,aug/mensa-littenweiler_essen-1_aug0415.jpg
Sliced pork Zurich style; rissolé potatoes; herb pesto,,,,,,aug/mensa-flugplatz_essen-2_aug0424.jpg
Sliced pork Zurich style; rissolé potatoes; herb pesto,,,,,,aug/mensa-flugplatz_essen-2_aug0425.jpg
Sliced pork Zurich style; rissolé potatoes; herb pesto,,,,,,aug/mensa-flugplatz_essen-2_aug0426.jpg
Sliced pork Zurich style; rissolé potatoes; herb pesto,,,,,,aug/mensa-flugplatz_essen-2_aug0427.jpg
Roasted chicken leg; herb yoghurt dip; French fries,,,,,,aug/mensa-flugplatz_essen-2_aug0440.jpg
Roasted chicken leg; herb yoghurt dip; French fries,,,,,,aug/mensa-flugplatz_essen-2_aug0441.jpg
Roasted chicken leg; herb yoghurt dip; French fries,,,,,,aug/mensa-flugplatz_essen-2_aug0442.jpg
Roasted chicken leg; herb yoghurt dip; French fries,,,,,,aug/mensa-flugplatz_essen-2_aug0443.jpg
Baked marinated feta cheese in parchment; vegetable salad; pea guacamole; flatbread,,,,,,aug/mensa-flugplatz_essen-2_aug0436.jpg
Baked marinated feta cheese in parchment; vegetable salad; pea guacamole; flatbread,,,,,,aug/mensa-flugplatz_essen-2_aug0437.jpg
Baked marinated feta cheese in parchment; vegetable salad; pea guacamole; flatbread,,,,,,aug/mensa-flugplatz_essen-2_aug0438.jpg
Baked marinated feta cheese in parchment; vegetable salad; pea guacamole; flatbread,,,,,,aug/mensa-flugplatz_essen-2_aug0439.jpg
Carrot‑coconut soup with seeded bread roll,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0428.jpg
Carrot‑coconut soup with seeded bread roll,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0429.jpg
Carrot‑coconut soup with seeded bread roll,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0430.jpg
Carrot‑coconut soup with seeded bread roll,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0431.jpg
Penne all’arrabbiata; grated hard cheese,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0432.jpg
Penne all’arrabbiata; grated hard cheese,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0433.jpg
Penne all’arrabbiata; grated hard cheese,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0434.jpg
Penne all’arrabbiata; grated hard cheese,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0435.jpg
"Mixed salad with tomato, mozzarella and basil; Greek farmer’s salad; baguette",,,,,,aug/mensa-flugplatz_essen-1_aug0448.jpg
"Mixed salad with tomato, mozzarella and basil; Greek farmer’s salad; baguette",,,,,,aug/mensa-flugplatz_essen-1_aug0449.jpg
"Mixed salad with tomato, mozzarella and basil; Greek farmer’s salad; baguette",,,,,,aug/mensa-flugplatz_essen-1_aug0450.jpg
"Mixed salad with tomato, mozzarella and basil; Greek farmer’s salad; baguette",,,,,,aug/mensa-flugplatz_essen-1_aug0451.jpg
Vegetable patty with white sauce and fresh mushrooms; mashed potatoes; baby carrots,,,,,,aug/mensa-flugplatz_essen-1_aug0464.jpg
Vegetable patty with white sauce and fresh mushrooms; mashed potatoes; baby carrots,,,,,,aug/mensa-flugplatz_essen-1_aug0465.jpg
Vegetable patty with white sauce and fresh mushrooms; mashed potatoes; baby carrots,,,,,,aug/mensa-flugplatz_essen-1_aug0466.jpg
Vegetable patty with white sauce and fresh mushrooms; mashed potatoes; baby carrots,,,,,,aug/mensa-flugplatz_essen-1_aug0467.jpg
Organic beef roast with red‑wine sauce; potato croquettes; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0444.jpg
Organic beef roast with red‑wine sauce; potato croquettes; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0445.jpg
Organic beef roast with red‑wine sauce; potato croquettes; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0446.jpg
Organic beef roast with red‑wine sauce; potato croquettes; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0447.jpg
Pork steak with onion‑mustard crust; cream sauce; homemade spaetzle; green beans,,,,,,aug/mensa-flugplatz_essen-2_aug0460.jpg
Pork steak with onion‑mustard crust; cream sauce; homemade spaetzle; green beans,,,,,,aug/mensa-flugplatz_essen-2_aug0461.jpg
Pork steak with onion‑mustard crust; cream sauce; homemade spaetzle; green beans,,,,,,aug/mensa-flugplatz_essen-2_aug0462.jpg
Pork steak with onion‑mustard crust; cream sauce; homemade spaetzle; green beans,,,,,,aug/mensa-flugplatz_essen-2_aug0463.jpg
Pan of potato dumplings and vegetables with white sauce; pesto,,,,,,aug/mensa-flugplatz_essen-1_aug0472.jpg
Pan of potato dumplings and vegetables with white sauce; pesto,,,,,,aug/mensa-flugplatz_essen-1_aug0473.jpg
Pan of potato dumplings and vegetables with white sauce; pesto,,,,,,aug/mensa-flugplatz_essen-1_aug0474.jpg
Pan of potato dumplings and vegetables with white sauce; pesto,,,,,,aug/mensa-flugplatz_essen-1_aug0475.jpg
Breaded whiting fillet; tartar sauce; herb potatoes,,,,,,aug/mensa-flugplatz_essen-2_aug0456.jpg
Breaded whiting fillet; tartar sauce; herb potatoes,,,,,,aug/mensa-flugplatz_essen-2_aug0457.jpg
Breaded whiting fillet; tartar sauce; herb potatoes,,,,,,aug/mensa-flugplatz_essen-2_aug0458.jpg
Breaded whiting fillet; tartar sauce; herb potatoes,,,,,,aug/mensa-flugplatz_essen-2_aug0459.jpg
Hungarian‑style goulash with organic beef; butter noodles,,,,,,aug/mensa-flugplatz_essen-2_aug0452.jpg
Hungarian‑style goulash with organic beef; butter noodles,,,,,,aug/mensa-flugplatz_essen-2_aug0453.jpg
Hungarian‑style goulash with organic beef; butter noodles,,,,,,aug/mensa-flugplatz_essen-2_aug0454.jpg
Hungarian‑style goulash with organic beef; butter noodles,,,,,,aug/mensa-flugplatz_essen-2_aug0455.jpg
Apple strudel with vanilla sauce and sour‑cherry compote,,,,,,aug/mensa-flugplatz_essen-2_aug0468.jpg
Apple strudel with vanilla sauce and sour‑cherry compote,,,,,,aug/mensa-flugplatz_essen-2_aug0469.jpg
Apple strudel with vanilla sauce and sour‑cherry compote,,,,,,aug/mensa-flugplatz_essen-2_aug0470.jpg
Apple strudel with vanilla sauce and sour‑cherry compote,,,,,,aug/mensa-flugplatz_essen-2_aug0471.jpg
Organic beef roast with red‑wine sauce; homemade spaetzle; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0480.jpg
Organic beef roast with red‑wine sauce; homemade spaetzle; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0481.jpg
Organic beef roast with red‑wine sauce; homemade spaetzle; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0482.jpg
Organic beef roast with red‑wine sauce; homemade spaetzle; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0483.jpg
